Date,Open,High,Low,Close,Adj Close,Volume
6/29/2010,147500,148000,143500,227511.189,117625.1094,445332
6/30/2010,143000,145000,142000,227512.6942,117216.7031,530496
07/01/2010,144000,145000,139000,227515.9491,114357.7266,769406
07/02/2010,138500,140000,137500,227519.5379,112315.6328,586187
07/06/2010,134500,138000,133500,227529.2534,111498.7891,888701
07/07/2010,134500,140500,134000,227531.5128,114357.7266,542749
07/08/2010,140500,141500,139000,227536.2174,113949.3203,386506
07/09/2010,140500,141500,139500,227542.5272,114766.1797,338336
07/12/2010,138500,143500,136500,227547.2136,115174.5938,664829
7/13/2010,141000,142000,136500,227555.1543,113132.4688,568653
7/14/2010,137500,140000,135500,227560.3998,113540.8984,400716
7/15/2010,138000,140000,136000,227565.0238,114357.7266,332956
7/16/2010,139500,140000,135500,227565.8485,111498.7891,544330
7/19/2010,136000,138000,135500,227567.1688,111907.2031,455723
7/20/2010,138000,140500,136500,227573.1675,113540.8984,551671
7/21/2010,140000,140500,136000,227573.3868,112315.6328,543064
7/22/2010,136500,137000,134500,227580.8737,111090.3672,564584
7/23/2010,135500,137000,134500,225581.8637,111907.2031,702981
7/26/2010,135500,136500,134500,223582.2844,110273.5313,480730
7/27/2010,135000,136000,131000,221583.2808,108639.875,990382
7/28/2010,132000,132500,130500,219584.1266,108231.4297,689972
7/29/2010,131500,132500,129000,217584.8804,105780.9297,594441
7/30/2010,127500,129500,126500,215585.1001,105372.4922,649021
08/02/2010,130000,132500,129500,213586.0657,108231.4297,600523
08/03/2010,132000,133500,131000,211586.2192,109048.2734,513150
08/04/2010,130500,132500,130500,209587.11,107006.1797,688873
08/05/2010,131500,137500,131000,207587.2524,111907.2031,1264899
08/06/2010,137500,141500,135000,205587.8837,113949.3203,879160
08/09/2010,139500,142500,137500,203588.2176,115174.5938,524822
08/10/2010,142000,147500,141000,201588.7567,120075.6094,772996
08/11/2010,147500,149000,145500,199589.4625,120075.6094,468798
08/12/2010,147000,151000,147000,197590.3361,121709.3047,477553
