Date,Open,High,Low,Close,Adj Close,Volume
6/29/2010,147500,148534.7782,149681.5652,445332,23.889999,18766300
6/30/2010,147523.0371,149114.6704,149805.2698,445358.2493,23.83,17187100
07/01/2010,147547.1683,148966.1859,149791.8498,445418.4336,21.959999,8218800
07/02/2010,147551.4497,148622.2626,149124.1866,445471.1602,19.200001,5139800
07/06/2010,147557.3296,148910.7109,149674.5176,445508.1766,16.110001,6866900
07/07/2010,147566.208,148949.6107,149870.5841,445530.4807,15.8,6921700
07/08/2010,147572.0593,148976.9236,149197.3969,445560.4704,17.459999,7711400
07/09/2010,147854.1214,147937.447,149373.7579,445661.1484,17.4,4050600
07/12/2010,148294.0356,149184.6501,149924.0223,445692.7451,17.049999,2202500
7/13/2010,148686.2803,149728.2817,150067.2254,445808.965,18.139999,2680100
7/14/2010,149477.9032,150309.9904,150845.0283,445868.8264,19.84,4195200
7/15/2010,150074.5261,151440.5529,151997.146,445876.6407,19.889999,3739800
7/16/2010,150988.4797,152865.8265,153217.2284,445968.0325,20.639999,2621300
7/19/2010,151729.9412,152584.4888,153044.0363,445969.0691,21.91,2486500
7/20/2010,152513.9342,152867.49,154041.78,445988.3114,20.299999,1825300
7/21/2010,153512.0535,154826.2259,155273.912,446043.3981,20.219999,1252500
7/22/2010,153633.4265,154693.0654,154951.9928,446077.4707,21,957800
7/23/2010,154026.0709,154642.8679,154836.7554,446200.8865,21.290001,653600
7/26/2010,154561.8964,155076.5417,156202.9792,446336.5016,20.950001,922200
7/27/2010,154988.476,155088.5438,156090.8327,446420.229,20.549999,619700
7/28/2010,155137.1915,155342.1107,156407.5813,446516.3457,20.719999,467200
7/29/2010,155292.4024,155612.657,156923.5749,446627.4627,20.35,616000
7/30/2010,155940.2911,156021.3059,156976.2864,446747.7863,19.940001,426900
08/02/2010,156287.5648,156453.1668,157920.8117,446834.7582,20.92,718100
08/03/2010,156319.7938,158215.1267,158833.217,446960.6584,21.950001,1230500
08/04/2010,156879.5565,158540.6705,159062.6743,447101.8787,21.26,913000
08/05/2010,157691.0366,159480.4293,160004.5153,447237.5958,20.450001,796200
08/06/2010,158252.4773,158775.7478,159485.1315,447316.8091,19.59,741900
08/09/2010,158331.2863,158606.2355,158938.9987,447348.8961,19.6,812700
08/10/2010,158345.5467,159924.7588,160984.6109,447473.3509,19.030001,1281300
08/11/2010,158616.3502,159555.3816,159567.7702,447507.59,17.9,797600
08/12/2010,159071.7826,160888.8252,162102.0354,447651.9765,17.6,691000
8/13/2010,159168.3231,161134.6669,161691.6462,447783.6556,18.32,634000
8/16/2010,159911.7119,160105.1047,160687.0105,447921.8254,18.780001,485800
8/17/2010,160662.0003,160796.0734,161856.8883,448050.5662,19.15,447900
8/18/2010,161026.3907,162872.7713,164184.2888,448200.4704,18.77,601300
8/19/2010,161265.9136,162374.3125,163590.5819,448342.3204,18.790001,579100
8/20/2010,161781.7522,162127.1312,162704.5496,448382.1692,19.1,296000
8/23/2010,162032.9956,163600.1432,165056.3226,448393.8208,20.129999,1088100
8/24/2010,162190.2335,162886.4048,163615.3378,448407.9939,19.200001,673100
8/25/2010,162347.2417,162738.2343,163481.0847,448422.118,19.9,503300
8/26/2010,162614.0206,163111.4721,163808.638,448456.7404,19.75,433800
8/27/2010,163018.4765,163520.574,163594.6532,448585.4157,19.700001,379600
8/30/2010,163192.657,163934.943,165223.3081,448670.0324,19.870001,732800
8/31/2010,164158.6459,165232.2221,166283.8846,448738.6313,19.48,201100
09/01/2010,165077.7205,166027.6597,166082.7914,448792.6043,20.450001,494900
09/02/2010,165769.0514,165837.8621,166729.8753,448823.0085,21.059999,487100
09/03/2010,166035.1272,167652.0622,167659.3657,448942.2237,21.049999,434600
09/07/2010,166274.3489,167547.8173,168659.6035,449041.945,20.540001,243400
09/08/2010,167271.1979,168523.9238,168596.4127,449070.6992,20.9,288400
